frequency_Hz,R_V_mean,R_V_err
50670.0,0.0016311739999999998,1.3145341380129057e-07
50680.0,0.001644812,1.0733126291993434e-07
50690.0,0.00165797,1.697056274847602e-07
50700.0,0.0016708400000000003,2.42434975903054e-19
50710.0,0.001683432,1.073312629200313e-07
50720.0,0.0016955919999999999,1.073312629200313e-07
50730.0,0.0017073680000000001,2.0079840636815192e-07
50740.0,0.0017186260000000002,1.3145341380129057e-07
50750.0,0.00172973,0.0
50760.0,0.0017407,0.0
50770.0,0.001751142,1.0733126291993434e-07
50780.0,0.0017612099999999998,2.42434975903054e-19
50790.0,0.00177122,0.0
50800.0,0.00178099,0.0
50810.0,0.00179029,0.0
50820.0,0.00179935,0.0
50830.0,0.0018083620000000002,1.0733126292003131e-07
50840.0,0.0018169520000000002,1.0733126292003131e-07
50850.0,0.00182534,0.0
50860.0,0.001833776,1.314534138011718e-07
50870.0,0.0018418859999999998,1.314534138011718e-07
50880.0,0.00184966,0.0
50890.0,0.00185729,0.0
50900.0,0.00186468,0.0
50910.0,0.00187207,0.0
50920.0,0.0018791719999999997,1.0733126292003131e-07
50930.0,0.00188638,0.0
50940.0,0.0018930020000000002,1.0733126292003131e-07
50950.0,0.0018994899999999998,2.42434975903054e-19
50960.0,0.00190616,0.0
50970.0,0.0019126,0.0
50980.0,0.001918992,1.0733126291993434e-07
50990.0,0.001925,0.0
